Iteracao,Particula,X0,X1
6,25,1.976892,1.883399
6,26,5.120000,-1.361499
6,27,1.753855,-0.666126
6,28,-2.281538,-5.092339
6,29,2.959268,-1.229330
6,30,-1.666271,0.328586
7,1,-1.300307,-2.723066
7,2,-1.491629,1.730357
7,3,-2.318996,-1.170600
7,4,1.889029,4.121280
7,5,0.873993,3.067162
7,6,-4.528342,-1.646690
7,7,3.291387,-3.072032
7,8,-4.074194,2.184384
7,9,-2.660910,-1.411148
7,10,-4.439326,3.350508
7,11,0.249776,-5.120000
7,12,1.135472,-2.657441
7,13,-3.101250,-0.083184
7,14,0.325428,0.711521
7,15,-1.268204,3.224399
7,16,-5.120000,-1.526756
7,17,3.888177,-3.261178
7,18,3.579699,0.257590
7,19,-4.469172,-0.960754
7,20,1.042328,2.381975
7,21,4.305426,-2.021947
7,22,2.726383,0.655081
7,23,-2.662333,0.738334
7,24,-0.821913,-2.381868
7,25,0.801712,3.038713
7,26,1.770839,-0.609286
7,27,0.851220,-3.495981
7,28,-2.034322,-2.481483
7,29,2.708110,-0.738643
7,30,2.530700,-4.094607
8,1,-1.361298,-3.024224
8,2,-1.778502,1.742305
8,3,-2.396692,-0.888215
8,4,-0.129689,-0.150578
8,5,-1.553678,3.131617
8,6,-4.919585,-1.766065
8,7,3.496537,-2.258447
8,8,-1.358584,2.266466
8,9,-2.941679,-1.407767
8,10,-5.120000,4.333719
8,11,0.650958,-0.643976
8,12,0.765922,-3.462863
8,13,-2.990547,-0.055599
8,14,-0.485864,1.019469
8,15,-0.841464,2.722695
8,16,-1.322918,-1.469690
8,17,2.265660,-3.670603
8,18,2.143550,0.003124
8,19,-3.923591,-1.247601
8,20,0.626790,-0.107272
8,21,3.487048,-1.492140
8,22,-0.587868,-2.546418
8,23,-2.751858,0.872701
8,24,2.759506,-0.969034
8,25,0.769049,3.491211
8,26,-1.562416,-1.724175
8,27,1.642054,-4.780583
8,28,-1.633441,1.369332
8,29,2.514063,-0.550500
8,30,5.120000,-5.120000
9,1,-1.862504,-2.723279
9,2,-0.394010,1.708345
9,3,-2.251507,-0.574258
9,4,-1.763978,-3.751900
9,5,-3.298429,3.127904
9,6,-4.786656,-1.638481
9,7,3.542163,-0.837781
9,8,1.157496,2.218878
9,9,0.369861,-1.852947
9,10,0.000000,3.793263
9,11,0.945528,3.276054
9,12,0.561749,-2.409568
9,13,-2.495488,0.005387
9,14,-0.597642,1.292871
9,15,-0.313897,2.276997
9,16,2.822776,-1.435490
9,17,0.901026,-3.850254
9,18,0.895727,-0.190986
9,19,0.414157,-1.397915
9,20,0.306583,-2.226834
9,21,-0.788642,-1.440436
9,22,-3.022338,-0.870690
9,23,-2.778360,1.001612
9,24,5.120000,1.076807
9,25,1.188676,2.897469
9,26,-3.237891,-2.996313
9,27,2.275123,-4.814645
9,28,-1.569377,3.704993
9,29,2.274881,-0.338045
9,30,1.929662,-0.443726
10,1,-2.181678,-2.198405
10,2,1.853324,1.624399
10,3,-2.006541,-0.397947
10,4,-2.510577,-4.761553
10,5,-2.686100,3.067823
10,6,-3.570938,-1.429441
10,7,3.226669,1.015852
10,8,3.168042,2.108242
10,9,3.785403,-2.414842
10,10,4.422584,1.105508
10,11,0.446407,4.889055
10,12,0.496665,-1.352473
10,13,-2.136526,0.069951
10,14,-0.529129,1.269136
10,15,-0.106937,1.915463
10,16,4.822480,-1.945861
10,17,-0.263355,-3.747818
10,18,0.739532,-0.054070
10,19,4.109241,-1.686418
10,20,0.179469,-2.207603
10,21,-4.316282,-1.281167
10,22,-4.282099,1.111184
10,23,-2.582823,1.112055
10,24,1.007611,2.764757
10,25,1.598516,1.844209
10,26,-2.480347,-4.045278
10,27,2.926124,-3.611725
10,28,-1.642166,1.037744
10,29,2.162010,-0.627083
10,30,-1.136966,3.572278
11,1,-2.366357,-2.167539
11,2,3.226550,1.539575
11,3,-1.590745,-0.211019
11,4,-0.691257,-2.765603
11,5,0.277291,2.855597
11,6,-2.738840,-1.449573
11,7,2.842016,1.644441
11,8,3.132712,1.963593
11,9,5.120000,-2.505105
11,10,4.820582,-1.152942
11,11,-0.280706,0.923885
11,12,0.961698,0.365502
11,13,-1.526775,0.202416
11,14,0.843999,1.188608
11,15,0.163647,1.570316
11,16,1.584083,-2.334781
11,17,-0.421020,-3.413983
11,18,1.884841,0.133478
11,19,5.120000,-1.823552
11,20,0.157095,-1.913610
11,21,-4.521589,-1.926450
11,22,-1.524772,3.292390
11,23,-2.342770,1.191744
11,24,-4.112389,3.352726
11,25,2.309434,0.959917
11,26,-0.384076,-4.381611
11,27,3.434873,-1.955301
11,28,-1.534371,-1.693683
11,29,2.430920,-1.336409
11,30,-3.468125,5.120000
12,1,-2.044136,-2.196511
12,2,3.884706,1.486678
12,3,-1.217317,-0.102828
12,4,1.225316,-0.130729
12,5,2.956796,2.715215
12,6,-3.089376,-1.686961
12,7,2.385607,1.582818
12,8,2.424951,1.966033
12,9,2.582258,-2.457475
12,10,1.928909,-2.593132
12,11,-0.770553,-2.996895
12,12,1.418160,1.594683
12,13,-1.201377,0.366722
12,14,2.062877,1.042367
12,15,0.339421,1.459758
12,16,-2.142327,-2.661760
12,17,-0.138041,-2.995649
12,18,2.887129,0.214478
12,19,3.621170,-1.644118
12,20,0.221408,-1.622219
12,21,-4.157682,-2.863459
12,22,3.291875,5.052600
12,23,-2.214513,1.106721
12,24,-5.120000,2.427863
12,25,2.623848,0.748262
12,26,1.636439,-4.144755
12,27,3.576972,-0.448034
12,28,-1.462723,-3.337384
12,29,3.022010,-1.764310
12,30,-3.707186,1.881616
13,1,-1.766242,-1.986946
13,2,3.605563,1.495428
13,3,-0.793150,0.080720
13,4,2.343833,2.080629
13,5,3.490541,2.738655
13,6,-3.750547,-1.890966
13,7,2.517402,0.152020
13,8,0.300135,2.010239
13,9,0.243334,-2.002033
13,10,-2.269303,-3.152623
13,11,-0.934557,-4.367508
13,12,1.709213,2.234635
13,13,-1.689062,0.327149
13,14,2.335309,0.921071
13,15,0.056309,1.791794
13,16,-4.035750,-2.792115
13,17,0.178769,-2.278170
13,18,3.342361,0.268604
13,19,1.648948,-1.491439
13,20,0.272824,-1.335875
13,21,0.185379,-3.409343
13,22,5.120000,3.593138
13,23,-1.892330,1.030596
13,24,-0.443039,0.716862
13,25,2.231256,1.614263
13,26,3.149173,-3.436782
13,27,3.029264,-0.586987
13,28,-1.667751,-2.715099
13,29,3.298559,-1.973012
13,30,-0.159141,-0.896306
14,1,-1.415342,-1.553639
14,2,1.986229,1.637634
14,3,-0.355180,0.288068
14,4,2.415262,1.968373
14,5,3.495939,2.845073
14,6,-4.139704,-1.960631
14,7,3.047302,-1.058108
14,8,-1.560758,2.084161
14,9,-1.103657,-1.523586
14,10,-5.120000,-2.072813
14,11,-0.276480,-4.902433
14,12,1.785564,1.845693
14,13,-2.012861,0.314799
14,14,1.749076,0.884044
14,15,-0.232033,2.127329
14,16,-5.120000,-2.588282
14,17,0.331638,-2.000206
14,18,3.335777,0.287079
14,19,-1.322491,-1.596680
14,20,0.277597,-1.459672
14,21,3.741329,-3.436055
14,22,0.948907,2.099342
14,23,-1.389856,0.967686
14,24,2.992990,-0.615724
14,25,1.694648,2.488147
14,26,3.198841,-1.967919
14,27,2.538320,-1.893516
14,28,-1.981803,-1.251101
14,29,3.243127,-1.946366
14,30,2.895163,-3.185312
15,1,-1.152801,-1.331734
15,2,0.283301,1.769179
15,3,-0.202725,0.385857
15,4,0.722833,0.758758
15,5,3.193679,2.976939
15,6,-4.112148,-1.782191
15,7,3.400317,-1.338636
15,8,-2.368551,2.085075
15,9,-0.048374,-1.111625
15,10,-2.126342,1.124256
15,11,0.470001,-4.973895
15,12,1.766903,0.138300
15,13,-2.186061,0.102668
15,14,0.871127,0.969607
15,15,-0.353729,2.289119
15,16,-2.566522,-2.282236
15,17,0.282264,-1.868425
15,18,2.136803,0.154073
15,19,-2.576990,-1.552324
15,20,0.224798,-1.776578
15,21,3.845021,-2.617039
15,22,-2.508755,0.798690
15,23,-1.330831,0.974299
15,24,3.869510,-0.212937
15,25,1.431434,3.115663
15,26,2.562365,-1.218746
15,27,2.486771,-2.972215
15,28,-2.079861,0.287015
15,29,3.029481,-1.824486
15,30,3.623459,-3.769619
16,1,-0.955913,-1.166254
16,2,-0.547406,1.794062
16,3,-0.066990,0.504298
16,4,-0.679820,-1.030617
16,5,2.033082,3.137407
16,6,-3.584584,-1.641852
16,7,3.645573,-0.822127
16,8,-0.626477,2.021706
16,9,0.931867,-0.638863
16,10,1.346834,3.766762
16,11,1.058011,-2.671451
16,12,1.256574,-1.330255
16,13,-2.028265,-0.037744
16,14,0.157394,1.057556
16,15,-0.223665,2.213326
16,16,0.168312,-1.940055
16,17,0.066764,-2.020679
16,18,1.123937,-0.062398
16,19,-1.685745,-1.493108
16,20,0.234489,-2.003339
16,21,2.573153,-1.602171
16,22,-2.488770,0.856064
16,23,-1.526731,1.021866
16,24,-1.174124,0.265079
16,25,1.576762,3.129299
16,26,0.604592,-2.000564
16,27,2.408549,-3.723206
16,28,-2.139083,1.414167
16,29,2.845442,-1.681950
16,30,0.744199,-2.749730
17,1,-0.739340,-0.860673
17,2,-0.297883,1.798906
17,3,-0.312153,0.410895
17,4,-1.372994,-1.695904
17,5,1.013327,3.020604
17,6,-2.902079,-1.463215
17,7,3.237093,0.373183
17,8,1.142661,1.935666
17,9,1.008216,-0.374546
17,10,3.495260,4.661029
17,11,0.607626,0.380865
17,12,0.800943,-1.753325
17,13,-1.647549,-0.063077
17,14,-0.108308,1.124509
17,15,0.017515,2.045164
17,16,2.426163,-1.462129
17,17,-0.025343,-1.942563
17,18,0.289475,-0.139353
17,19,0.427093,-1.454396
17,20,0.187890,-1.950332
17,21,0.764338,-1.447823
17,22,0.675325,1.277425
17,23,-1.740649,1.066351
17,24,-5.120000,0.895826
17,25,1.675658,1.998268
17,26,-1.348295,-2.898678
17,27,2.805649,-3.928770
17,28,-2.075343,0.494740
17,29,2.699790,-1.471671
17,30,-2.074156,-0.368204
18,1,-0.663233,-0.485844
18,2,1.249042,1.695381
18,3,-0.743579,0.390201
18,4,-1.318646,-2.040734
18,5,0.185747,2.789966
18,6,-2.294846,-1.546997
18,7,2.724374,1.104732
18,8,2.578777,1.810547
18,9,0.861025,-0.198937
18,10,2.621133,2.297287
18,11,-0.000797,1.758337
18,12,0.542923,-1.829979
18,13,-1.382567,-0.011625
18,14,0.685378,1.098984
18,15,0.287965,1.835070
18,16,3.622832,-0.969422
18,17,-0.058032,-1.629856
18,18,-0.114497,-0.060976
18,19,2.133025,-1.438032
18,20,0.217816,-1.606087
18,21,-0.815119,-1.994269
18,22,3.369274,2.240172
18,23,-1.869069,1.091659
18,24,0.000000,1.412728
18,25,1.907681,0.924787
18,26,-2.719051,-3.382986
18,27,3.105729,-3.250432
18,28,-1.812591,-0.955251
18,29,2.625241,-1.413534
18,30,-3.630760,1.348086
19,1,-0.679404,-0.197426
19,2,2.434842,1.590458
19,3,-0.962568,0.196492
19,4,-0.958735,-0.381624
19,5,-0.131218,2.546314
19,6,-1.729609,-1.696815
19,7,2.527840,1.250492
19,8,2.971266,1.729607
19,9,0.621670,-0.180351
19,10,-0.796515,-0.300539
19,11,-0.509043,0.197113
19,12,0.984614,-1.289552
19,13,-1.069165,0.049041
19,14,1.270406,0.937428
19,15,0.381504,1.746962
19,16,3.192161,-1.024909
19,17,-0.123647,-1.371654
19,18,-0.477273,0.008616
19,19,2.565943,-1.339469
19,20,0.170477,-1.199967
19,21,-2.096227,-2.245555
19,22,4.545608,2.847944
19,23,-1.957206,1.021574
19,24,2.080381,1.638515
19,25,2.087496,0.018851
19,26,-0.951407,-3.442766
19,27,3.111992,-2.417846
19,28,-1.802850,-2.100554
19,29,2.271088,-1.724522
19,30,-3.979715,1.232119
20,1,-0.938918,-0.218410
20,2,2.965726,1.514089
20,3,-1.142885,0.030058
20,4,-0.084340,1.169461
20,5,0.545638,2.315927
20,6,-2.817390,-1.872407
20,7,2.567260,0.561460
20,8,2.801110,1.727524
20,9,0.039532,-0.774179
20,10,-3.075044,-1.735633
20,11,-0.587377,-2.385635
20,12,1.257189,-0.201518
20,13,-0.816877,0.097878
20,14,1.497900,0.774541
20,15,0.251654,1.880731
20,16,0.870532,-1.167094
20,17,-0.152646,-1.340940
20,18,-0.469703,-0.001952
20,19,0.793748,-1.575659
20,20,0.006198,-1.515811
20,21,-2.462232,-2.077851
20,22,4.036407,2.472106
20,23,-2.013122,0.923974
20,24,1.423490,1.173459
20,25,2.133974,-0.709177
20,26,0.678106,-3.078191
20,27,3.040304,-1.568209
20,28,-1.993011,-2.668697
20,29,2.012039,-1.961575
20,30,-1.462978,0.362673
21,1,-1.168829,-0.578757
21,2,2.782754,1.519027
21,3,-1.282562,-0.101247
21,4,0.538516,2.056666
21,5,1.223913,2.251565
21,6,-3.571365,-1.941520
21,7,3.063940,-0.131030
21,8,1.924913,1.835585
21,9,-0.620463,-1.424243
21,10,-4.538691,-2.164279
21,11,-0.586835,-4.322992
21,12,1.418044,0.694532
21,13,-0.661632,0.132996
21,14,1.547013,0.804145
21,15,-0.074890,2.097900
21,16,-1.357906,-1.277516
21,17,-0.056773,-1.847077
21,18,-0.179657,-0.007494
21,19,-0.920726,-1.771106
21,20,-0.091575,-1.785542
21,21,-2.645692,-1.795292
21,22,2.730943,1.623978
21,23,-1.987388,0.896535
21,24,0.831895,0.593856
21,25,2.092215,-1.043157
21,26,1.729703,-2.613972
21,27,2.785303,-1.306889
21,28,-2.091906,-2.125743
21,29,1.778116,-2.002001
21,30,1.406602,-1.232188
22,1,-1.310565,-0.911186
22,2,1.930839,1.588713
22,3,-1.261038,-0.163245
22,4,0.777777,1.596338
22,5,1.415354,2.775088
22,6,-3.829987,-1.782026
22,7,3.394372,-0.628281
22,8,0.251517,1.955237
22,9,-0.925591,-1.672535
22,10,-3.544347,-1.786799
22,11,-0.202548,-2.470874
22,12,1.466544,1.309899
22,13,-0.809639,0.081357
22,14,1.102357,0.845775
22,15,-0.351411,2.244382
22,16,-2.211730,-1.524637
22,17,-0.057715,-2.132509
22,18,0.058779,-0.061745
22,19,-1.790194,-1.831817
22,20,-0.158744,-2.057067
22,21,-2.694004,-1.588000
22,22,-0.213928,1.242996
22,23,-1.825763,0.985412
22,24,-2.420834,0.169890
22,25,1.870197,-0.430910
22,26,0.811593,-2.462088
22,27,2.662263,-1.409385
22,28,-2.044386,-1.341685
22,29,1.742165,-1.887733
22,30,3.006610,-2.361644
23,1,-1.292150,-1.117825
23,2,0.755184,1.632152
23,3,-1.129244,-0.174007
23,4,0.394686,1.129083
23,5,1.443913,3.150049
23,6,-3.303854,-1.691044
23,7,3.448546,-0.869667
23,8,-0.954983,1.929336
23,9,-0.489265,-1.691432
23,10,-1.143551,1.297097
23,11,0.181425,-0.704468
23,12,1.429972,1.481572
23,13,-0.981513,0.027877
23,14,0.628546,0.874148
23,15,-0.222587,2.218270
23,16,-1.226225,-1.756962
23,17,-0.120266,-2.169009
23,18,0.193178,-0.100209
23,19,-2.129807,-1.784632
23,20,-0.246673,-2.188438
23,21,-2.613596,-1.407096
23,22,-2.177357,1.028458
23,23,-1.757776,1.039882
23,24,-4.787710,-0.110280
23,25,1.644868,0.139446
23,26,-0.567352,-2.598918
23,27,2.360160,-1.505193
23,28,-1.936518,-0.518136
23,29,1.726655,-1.751684
23,30,1.593529,-2.969181
24,1,-1.096602,-1.273743
24,2,-0.052263,1.603649
24,3,-1.030178,-0.013941
24,4,-0.095880,-0.151633
24,5,1.141401,3.200068
24,6,-2.573527,-1.748371
24,7,3.390002,-0.863141
24,8,-1.904178,1.868986
24,9,0.099874,-1.568913
24,10,1.655657,3.549650
24,11,0.253830,0.333198
24,12,1.003853,1.149331
24,13,-1.116433,-0.014105
24,14,0.180551,0.836608
24,15,-0.108131,1.964690
24,16,0.402647,-1.935087
24,17,-0.167669,-1.835142
24,18,0.265614,-0.104606
24,19,-1.217587,-1.632708
24,20,-0.299577,-2.158953
24,21,-1.062948,-1.583698
24,22,-3.630540,1.048726
24,23,-1.799109,1.066862
24,24,-5.120000,0.454971
24,25,1.582094,0.510681
24,26,-1.212311,-2.848624
24,27,1.902409,-1.960349
24,28,-1.876712,0.076850
24,29,1.716945,-1.627423
24,30,0.003229,-1.511934
25,1,-0.881668,-1.358846
25,2,-0.064204,1.529472
25,3,-0.950736,0.114394
25,4,-0.541506,-1.146537
25,5,0.746766,3.011521
25,6,-2.125875,-1.847629
25,7,2.737987,-0.382171
25,8,-1.880688,1.700472
25,9,0.354399,-1.319657
25,10,3.016468,3.239135
25,11,0.270329,0.301935
25,12,0.593984,0.791371
25,13,-1.097055,-0.018336
25,14,-0.042301,0.873816
25,15,0.015274,1.624563
25,16,1.521865,-1.914243
25,17,-0.193792,-1.573269
25,18,0.067897,-0.070743
25,19,0.131952,-1.460137
25,20,-0.272856,-1.977982
25,21,0.203977,-1.956628
25,22,-0.479694,1.577966
25,23,-1.787120,1.027310
25,24,-3.703755,1.060549
25,25,1.478462,0.322707
25,26,-1.043196,-2.807481
25,27,1.435727,-2.136545
25,28,-1.755303,0.536677
25,29,1.641229,-1.669303
25,30,-1.252961,0.317256
26,1,-0.767362,-1.263514
26,2,0.275734,1.384560
26,3,-0.964500,0.172510
26,4,-0.662319,-0.967622
26,5,0.381699,2.712104
26,6,-1.708085,-1.855539
26,7,2.161018,0.291519
26,8,-1.511125,1.546538
26,9,0.207713,-0.838253
26,10,1.620305,1.623266
26,11,0.054366,-1.100448
26,12,0.445881,0.611569
26,13,-0.973091,-0.018669
26,14,0.135508,1.051164
26,15,0.020385,1.336262
26,16,1.349237,-1.901924
26,17,-0.209856,-1.364035
26,18,-0.188606,-0.035850
26,19,1.100861,-1.364335
26,20,-0.209382,-1.878442
26,21,0.796455,-2.107693
26,22,3.153557,2.361962
26,23,-1.759192,0.909306
26,24,-1.964065,1.451746
26,25,1.473799,0.061994
26,26,-0.603989,-2.688510
26,27,1.087950,-2.092679
26,28,-1.629434,0.720608
26,29,1.610038,-1.772706
26,30,-2.004105,1.544637
27,1,-0.733205,-1.090539
27,2,0.974005,1.404846
27,3,-0.978347,0.085056
27,4,-0.677514,-0.112001
27,5,0.351009,2.494234
27,6,-1.472325,-1.767265
27,7,2.065049,0.586760
27,8,-0.889977,1.470797
27,9,-0.132343,-0.508746
27,10,-0.804714,0.179772
27,11,-0.124517,-2.098796
27,12,0.303606,0.463669
27,13,-0.877638,-0.018925
27,14,0.946929,1.112275
27,15,-0.042015,1.227179
27,16,0.013032,-1.850160
27,17,-0.096984,-1.630324
27,18,-0.173142,-0.023887
27,19,1.489412,-1.430683
27,20,-0.180979,-1.728300
27,21,-0.419517,-2.006948
27,22,5.120000,2.816522
27,23,-1.775245,0.810570
27,24,-0.673681,1.301615
27,25,1.529628,-0.177464
27,26,0.161948,-2.616684
27,27,0.729004,-1.943707
27,28,-1.494011,0.621540
27,29,1.557731,-1.965939
27,30,-1.298205,2.244148
28,1,-0.815836,-0.962157
28,2,1.430984,1.395270
28,3,-1.021988,0.008443
28,4,-0.342751,0.547414
28,5,0.783944,2.249602
28,6,-1.565546,-1.580651
28,7,1.976044,0.239279
28,8,-0.479939,1.389925
28,9,-0.378189,-0.274386
28,10,-2.110351,-0.216971
28,11,-0.293170,-1.856596
28,12,0.553934,0.608522
28,13,-0.855128,-0.016983
28,14,1.517062,1.031660
28,15,-0.140449,1.117422
28,16,-1.089670,-1.779986
28,17,-0.021151,-1.783520
28,18,0.045074,-0.017058
28,19,1.487132,-1.561032
28,20,-0.121540,-1.685396
28,21,-1.559963,-1.732337
28,22,2.225858,2.747782
28,23,-1.756806,0.925577
28,24,-0.529887,0.987188
28,25,1.997568,-0.347661
28,26,0.655212,-2.623977
28,27,0.687122,-1.912208
28,28,-1.598780,0.515190
28,29,1.532901,-2.108863
28,30,0.130807,-0.316391
29,1,-0.816896,-0.975010
29,2,1.746411,1.466659
29,3,-1.044780,-0.052323
29,4,0.136642,0.761968
29,5,1.090940,2.119698
29,6,-2.035024,-1.573714
29,7,2.033512,-0.254199
29,8,-0.552713,1.689894
29,9,-0.287511,-0.125586
29,10,-1.586070,-0.085111
29,11,-0.264608,-1.430012
29,12,0.790053,0.902973
29,13,-0.841258,-0.016995
29,14,1.564662,0.899099
29,15,-0.177565,1.353791
29,16,-1.580108,-1.686456
29,17,0.038822,-1.780878
29,18,0.210919,-0.011868
29,19,0.819636,-1.733636
29,20,-0.070763,-1.658506
29,21,-2.061354,-1.567129
29,22,-0.727098,2.279011
29,23,-1.852612,1.090023
29,24,-1.000490,0.633768
29,25,2.249655,-0.304591
29,26,0.470923,-2.985608
29,27,0.631013,-1.934109
29,28,-1.836800,0.204359
29,29,1.731576,-2.094609
29,30,1.086758,-2.298252
30,1,-0.738118,-1.091747
30,2,1.473407,1.643303
30,3,-1.006501,-0.045946
30,4,0.399497,0.555761
30,5,1.283880,1.825578
30,6,-2.350894,-1.600166
30,7,2.895245,-0.508651
30,8,-0.967115,1.845208
30,9,-0.080143,-0.478209
30,10,-0.226629,0.535880
30,11,-0.040987,-0.861279
30,12,1.005521,1.271542
30,13,-0.924199,-0.018472
30,14,1.470346,0.797365
30,15,-0.095474,2.134741
30,16,-0.294893,-1.596505
30,17,0.068529,-1.699075
30,18,0.310139,-0.009383
30,19,-0.561661,-1.869965
30,20,-0.090744,-1.680047
30,21,-1.636959,-1.494731
30,22,-2.690103,1.790051
30,23,-1.822953,1.163303
30,24,-1.654423,0.455584
30,25,2.158223,-0.222209
30,26,0.045207,-3.140463
30,27,1.017023,-1.880844
30,28,-1.975756,-0.053299
30,29,1.804458,-1.929540
30,30,1.306737,-3.009207
31,1,-0.799125,-1.158803
31,2,1.097675,1.673725
31,3,-0.941679,-0.008625
31,4,0.101211,0.106092
31,5,1.159023,1.668255
31,6,-2.154343,-1.578222
31,7,3.387629,-0.201807
31,8,-1.248141,1.897095
31,9,0.098973,-0.927621
31,10,0.805683,1.167335
31,11,0.150265,-0.460397
31,12,1.134043,1.442532
31,13,-0.975261,-0.019643
31,14,1.207649,0.705703
31,15,0.025621,2.618253
31,16,0.694688,-1.610051
31,17,0.016373,-1.567917
31,18,0.219396,-0.009494
31,19,-1.240212,-1.839866
31,20,-0.136625,-1.672187
31,21,-0.875999,-1.389284
31,22,-1.877458,1.441811
31,23,-1.818826,1.106425
31,24,-2.361373,0.724944
31,25,1.981145,0.038324
31,26,-0.269252,-2.889677
31,27,1.286152,-1.749368
31,28,-1.926069,-0.244430
